股票代码,买入日期,卖出日期,买入价格(前复权),卖出价格(前复权),涨幅
688027,2024-04-10,2024-04-11,172.0,165.01,-0.0406
688322,2024-04-10,2024-04-11,27.06,25.51,-0.0573
603335,2024-04-10,2024-04-11,5.84,5.09,-0.1284
600460,2024-04-10,2024-04-11,19.65,18.93,-0.0366
688062,2024-04-10,2024-04-11,33.57,33.2,-0.011
000702,2024-04-10,2024-04-11,4.61,4.44,-0.0369
000736,2024-04-09,2024-04-10,9.78,9.9,0.0123
002480,2024-04-09,2024-04-10,4.06,3.94,-0.0296
300386,2024-04-08,2024-04-09,7.49,7.26,-0.0307
600408,2024-04-08,2024-04-09,2.09,2.07,-0.0096
300042,2024-04-08,2024-04-09,27.5,27.32,-0.0065
300157,2024-04-08,2024-04-09,3.0,2.88,-0.04
300323,2024-04-03,2024-04-08,5.05,5.01,-0.0079
601992,2024-04-03,2024-04-08,1.99,1.99,0.0
600171,2024-04-03,2024-04-08,12.55,12.38,-0.0135
000710,2024-04-03,2024-04-08,9.44,9.0,-0.0466
600855,2024-04-03,2024-04-08,8.74,8.59,-0.0172
000016,2024-04-03,2024-04-08,3.4,3.34,-0.0176
601005,2024-04-01,2024-04-02,1.29,1.31,0.0155
600889,2024-04-01,2024-04-02,4.49,4.75,0.0579
000782,2024-04-01,2024-04-02,4.89,4.91,0.0041
000488,2024-04-01,2024-04-02,3.53,3.61,0.0227
600860,2024-04-01,2024-04-02,11.2,11.2,0.0
002313,2024-04-01,2024-04-02,10.19,10.2,0.001
002068,2024-04-01,2024-04-02,9.19,9.51,0.0348
002253,2024-04-01,2024-04-02,13.55,13.54,-0.0007
002356,2024-04-01,2024-04-02,4.3,4.33,0.007
601828,2024-04-01,2024-04-02,3.33,3.41,0.024
300657,2024-04-01,2024-04-02,19.3,19.11,-0.0098
300865,2024-04-01,2024-04-02,15.46,15.67,0.0136
688180,2024-04-01,2024-04-02,27.0,27.48,0.0178
600115,2024-04-01,2024-04-02,3.64,3.7,0.0165
000898,2024-04-01,2024-04-02,2.42,2.43,0.0041
688428,2024-04-01,2024-04-02,9.55,9.4,-0.0157
600463,2024-04-01,2024-04-02,8.09,9.1,0.1248
600808,2024-04-01,2024-04-02,2.44,2.5,0.0246
600684,2024-04-01,2024-04-02,2.96,2.98,0.0068
688177,2024-04-01,2024-04-02,36.3,35.9,-0.011
002549,2024-04-01,2024-04-02,7.32,7.63,0.0423
300461,2024-04-01,2024-04-02,17.4,17.61,0.0121
601068,2024-04-01,2024-04-02,4.68,4.68,0.0
688660,2024-04-01,2024-04-02,3.78,4.05,0.0714
600321,2024-04-01,2024-04-02,1.27,1.29,0.0157
601015,2024-04-01,2024-04-02,3.58,3.62,0.0112
688030,2024-03-29,2024-04-01,13.14,13.35,0.016
000401,2024-03-29,2024-04-01,5.34,5.36,0.0037
688185,2024-03-29,2024-04-01,49.0,49.57,0.0116
002672,2024-03-29,2024-04-01,4.57,4.65,0.0175
688183,2024-03-29,2024-04-01,9.29,9.15,-0.0151
002151,2024-03-29,2024-04-01,31.39,32.03,0.0204
688373,2024-03-29,2024-04-01,5.5,5.7,0.0364
688331,2024-03-29,2024-04-01,52.87,54.83,0.0371
000553,2024-03-28,2024-03-29,5.84,5.7,-0.024
300821,2024-03-28,2024-03-29,7.32,7.29,-0.0041
300048,2024-03-28,2024-03-29,4.98,5.05,0.0141
002310,2024-03-28,2024-03-29,1.59,1.6,0.0063
300374,2024-03-28,2024-03-29,13.64,14.09,0.033
600841,2024-03-27,2024-03-28,5.08,4.9,-0.0354
300204,2024-03-27,2024-03-28,6.8,6.67,-0.0191
002379,2024-03-25,2024-03-26,4.3,4.31,0.0023
601588,2024-03-25,2024-03-26,1.92,1.85,-0.0365
002121,2024-03-25,2024-03-26,4.54,4.38,-0.0352
000695,2024-03-22,2024-03-25,8.95,8.79,-0.0179
600433,2024-03-22,2024-03-25,2.99,2.94,-0.0167
920146,2024-03-22,2024-03-25,4.96,4.86,-0.0202
600688,2024-03-22,2024-03-25,2.72,2.68,-0.0147
300051,2024-03-21,2024-03-22,10.66,10.36,-0.0281
000815,2024-03-20,2024-03-21,10.1,10.29,0.0188
300270,2024-03-20,2024-03-21,6.8,7.11,0.0456
002234,2024-03-20,2024-03-21,10.92,10.92,0.0
002629,2024-03-19,2024-03-20,3.12,3.09,-0.0096
002813,2024-03-18,2024-03-19,30.01,30.6,0.0197
002193,2024-03-18,2024-03-19,4.65,4.76,0.0237
000050,2024-03-18,2024-03-19,9.15,9.1,-0.0055
002420,2024-03-18,2024-03-19,4.46,4.6,0.0314
600811,2024-03-01,2024-03-04,1.7,1.69,-0.0059
300091,2024-02-19,2024-02-20,1.57,1.63,0.0382
002310,2024-02-02,2024-02-05,1.64,1.49,-0.0915
300956,2024-01-26,2024-01-29,15.81,15.81,0.0
688260,2024-01-19,2024-01-22,24.28,22.31,-0.0811
300527,2024-01-17,2024-01-18,7.06,6.91,-0.0212
300266,2024-01-04,2024-01-05,2.73,2.69,-0.0147
000691,2023-12-27,2023-12-28,4.97,5.07,0.0201
000635,2023-12-27,2023-12-28,8.62,8.59,-0.0035
300686,2023-12-27,2023-12-28,9.89,10.01,0.0121
688362,2023-12-18,2023-12-19,28.07,27.64,-0.0153
002652,2023-12-14,2023-12-15,3.3,3.26,-0.0121
603356,2023-11-30,2023-12-01,13.69,13.45,-0.0175
300116,2023-11-20,2023-11-21,1.46,1.49,0.0205
603789,2023-11-17,2023-11-20,8.82,8.92,0.0113
688235,2023-11-15,2023-11-16,154.31,146.79,-0.0487
688428,2023-11-15,2023-11-16,11.19,11.15,-0.0036
600684,2023-11-08,2023-11-09,3.76,3.78,0.0053
002356,2023-11-01,2023-11-02,4.75,5.49,0.1558
002805,2023-11-01,2023-11-02,17.89,18.56,0.0375
000820,2023-11-01,2023-11-02,3.73,3.75,0.0054
002374,2023-11-01,2023-11-02,3.9,3.69,-0.0538
002667,2023-11-01,2023-11-02,12.42,12.3,-0.0097
002059,2023-11-01,2023-11-02,5.44,5.45,0.0018
605069,2023-11-01,2023-11-02,10.33,10.25,-0.0077
002750,2023-11-01,2023-11-02,11.73,11.34,-0.0332
002427,2023-11-01,2023-11-02,5.26,5.25,-0.0019
002316,2023-11-01,2023-11-02,5.88,5.93,0.0085
001201,2023-11-01,2023-11-02,22.72,22.7,-0.0009
002512,2023-11-01,2023-11-02,5.0,4.9,-0.02
000638,2023-11-01,2023-11-02,6.46,6.5,0.0062
002719,2023-11-01,2023-11-02,10.88,10.58,-0.0276
002141,2023-11-01,2023-11-02,2.91,2.98,0.0241
000679,2023-11-01,2023-11-02,5.39,5.45,0.0111
002796,2023-11-01,2023-11-02,12.21,12.02,-0.0156
000665,2023-11-01,2023-11-02,4.84,4.9,0.0124
000691,2023-11-01,2023-11-02,4.67,4.73,0.0128
000678,2023-11-01,2023-11-02,6.25,6.27,0.0032
002716,2023-11-01,2023-11-02,2.72,2.75,0.011
002211,2023-11-01,2023-11-02,3.87,3.96,0.0233
002272,2023-11-01,2023-11-02,6.0,6.04,0.0067
002331,2023-11-01,2023-11-02,7.26,7.24,-0.0028
002501,2023-11-01,2023-11-02,1.5,1.49,-0.0067
002599,2023-11-01,2023-11-02,6.42,6.59,0.0265
688306,2023-11-01,2023-11-02,5.04,5.06,0.004
002822,2023-11-01,2023-11-02,4.21,4.19,-0.0048
002631,2023-11-01,2023-11-02,6.37,6.31,-0.0094
000720,2023-11-01,2023-11-02,4.35,4.47,0.0276
300128,2023-11-01,2023-11-02,4.95,4.98,0.0061
600860,2023-11-01,2023-11-02,11.17,11.48,0.0278
000599,2023-11-01,2023-11-02,4.33,4.37,0.0092
002685,2023-11-01,2023-11-02,3.64,3.6,-0.011
600617,2023-11-01,2023-11-02,4.14,4.16,0.0048
603717,2023-11-01,2023-11-02,6.85,6.86,0.0015
002708,2023-11-01,2023-11-02,7.81,8.3,0.0627
002910,2023-11-01,2023-11-02,10.79,10.9,0.0102
000430,2023-11-01,2023-11-02,6.67,6.69,0.003
000560,2023-11-01,2023-11-02,2.4,2.41,0.0042
002227,2023-11-01,2023-11-02,12.36,12.47,0.0089
000861,2023-11-01,2023-11-02,2.04,2.03,-0.0049
003042,2023-11-01,2023-11-02,17.81,17.88,0.0039
000695,2023-11-01,2023-11-02,11.23,11.72,0.0436
688365,2023-11-01,2023-11-02,10.94,10.99,0.0046
002205,2023-11-01,2023-11-02,10.6,10.25,-0.033
002474,2023-11-01,2023-11-02,6.8,6.8,0.0
002513,2023-11-01,2023-11-02,7.02,7.22,0.0285
002769,2023-11-01,2023-11-02,8.7,8.88,0.0207
688165,2023-11-01,2023-11-02,10.7,10.51,-0.0178
002355,2023-11-01,2023-11-02,5.38,5.42,0.0074
002786,2023-11-01,2023-11-02,6.63,7.64,0.1523
002795,2023-11-01,2023-11-02,8.48,8.43,-0.0059
002470,2023-11-01,2023-11-02,1.83,1.8,-0.0164
002348,2023-11-01,2023-11-02,3.43,3.5,0.0204
600463,2023-11-01,2023-11-02,9.09,9.2,0.0121
002341,2023-11-01,2023-11-02,3.51,3.64,0.037
688221,2023-11-01,2023-11-02,11.45,11.14,-0.0271
002596,2023-11-01,2023-11-02,2.87,2.86,-0.0035
002455,2023-11-01,2023-11-02,7.16,7.15,-0.0014
002520,2023-11-01,2023-11-02,5.5,5.45,-0.0091
002490,2023-11-01,2023-11-02,4.75,4.69,-0.0126
002054,2023-11-01,2023-11-02,7.04,7.01,-0.0043
688418,2023-11-01,2023-11-02,23.03,22.29,-0.0321
688176,2023-11-01,2023-11-02,11.75,11.52,-0.0196
000595,2023-11-01,2023-11-02,4.91,4.93,0.0041
000955,2023-11-01,2023-11-02,4.94,4.84,-0.0202
002741,2023-11-01,2023-11-02,14.17,14.1,-0.0049
002679,2023-11-01,2023-11-02,12.14,12.24,0.0082
002009,2023-11-01,2023-11-02,12.34,12.51,0.0138
002713,2023-11-01,2023-11-02,7.86,7.88,0.0025
000961,2023-11-01,2023-11-02,1.5,1.47,-0.02
002663,2023-11-01,2023-11-02,1.91,1.89,-0.0105
000735,2023-11-01,2023-11-02,5.73,5.68,-0.0087
002325,2023-11-01,2023-11-02,1.56,1.57,0.0064
000635,2023-11-01,2023-11-02,8.7,8.81,0.0126
002725,2023-11-01,2023-11-02,11.5,10.9,-0.0522
301152,2023-11-01,2023-11-02,31.38,31.02,-0.0115
002717,2023-11-01,2023-11-02,2.93,2.91,-0.0068
000670,2023-11-01,2023-11-02,6.58,7.29,0.1079
603226,2023-11-01,2023-11-02,5.62,5.65,0.0053
002529,2023-11-01,2023-11-02,11.18,11.26,0.0072
300098,2023-10-31,2023-11-01,4.38,4.31,-0.016
002350,2023-10-31,2023-11-01,6.25,6.28,0.0048
300598,2023-10-31,2023-11-01,45.9,46.21,0.0068
000413,2023-10-31,2023-11-01,2.27,2.17,-0.0441
000793,2023-10-31,2023-11-01,2.09,2.1,0.0048
002868,2023-10-31,2023-11-01,25.33,25.49,0.0063
002476,2023-10-31,2023-11-01,4.81,4.91,0.0208
002256,2023-10-31,2023-11-01,2.31,2.28,-0.013
002530,2023-10-31,2023-11-01,8.96,8.93,-0.0033
300199,2023-10-31,2023-11-01,16.46,15.5,-0.0583
600836,2023-10-31,2023-11-01,3.99,4.0,0.0025
600172,2023-10-31,2023-11-01,3.53,3.48,-0.0142
920508,2023-10-31,2023-11-01,5.76,5.87,0.0191
002842,2023-10-31,2023-11-01,8.52,8.53,0.0012
002280,2023-10-31,2023-11-01,2.77,2.82,0.0181
002072,2023-10-31,2023-11-01,6.51,6.46,-0.0077
688323,2023-10-31,2023-11-01,20.39,19.92,-0.0231
920305,2023-10-31,2023-11-01,12.42,12.27,-0.0121
001313,2023-10-31,2023-11-01,9.07,9.19,0.0132
003029,2023-10-31,2023-11-01,19.99,19.85,-0.007
920436,2023-10-31,2023-11-01,5.42,5.35,-0.0129
002806,2023-10-31,2023-11-01,11.61,11.63,0.0017
000782,2023-10-31,2023-11-01,5.32,5.34,0.0038
002229,2023-10-31,2023-11-01,33.68,33.4,-0.0083
300198,2023-10-31,2023-11-01,2.81,2.73,-0.0285
003007,2023-10-31,2023-11-01,29.8,29.09,-0.0238
000736,2023-10-31,2023-11-01,11.0,11.0,0.0
920090,2023-10-31,2023-11-01,2.35,2.36,0.0043
301159,2023-10-31,2023-11-01,44.88,43.6,-0.0285
000712,2023-10-31,2023-11-01,14.82,15.18,0.0243
603068,2023-10-31,2023-11-01,29.21,29.3,0.0031
920981,2023-10-31,2023-11-01,10.71,10.6,-0.0103
300670,2023-10-31,2023-11-01,7.85,7.78,-0.0089
603356,2023-10-31,2023-11-01,13.3,13.25,-0.0038
000158,2023-10-31,2023-11-01,10.17,10.31,0.0138
002798,2023-10-31,2023-11-01,6.46,6.48,0.0031
300210,2023-10-27,2023-11-01,4.17,5.2,0.247
920768,2023-10-31,2023-11-01,3.9,3.92,0.0051
688244,2023-10-31,2023-11-01,49.92,49.42,-0.01
000890,2023-10-31,2023-11-01,4.49,4.51,0.0045
002058,2023-10-31,2023-11-01,11.58,11.54,-0.0035
001330,2023-10-31,2023-11-01,7.04,7.17,0.0185
002691,2023-10-30,2023-10-31,6.0,6.15,0.025
688373,2023-10-30,2023-10-31,6.91,7.24,0.0478
300333,2023-10-30,2023-10-31,7.3,7.48,0.0247
920198,2023-10-30,2023-10-31,3.89,3.84,-0.0129
300157,2023-10-30,2023-10-31,3.64,3.65,0.0027
920239,2023-10-30,2023-10-31,9.62,9.98,0.0374
300608,2023-10-30,2023-10-31,10.78,12.23,0.1345
300786,2023-10-30,2023-10-31,21.0,20.39,-0.029
300270,2023-10-30,2023-10-31,6.95,7.21,0.0374
002425,2023-10-30,2023-10-31,4.4,4.53,0.0295
002633,2023-10-30,2023-10-31,10.5,10.6,0.0095
300132,2023-10-30,2023-10-31,5.21,5.18,-0.0058
300071,2023-10-30,2023-10-31,3.42,3.58,0.0468
300345,2023-10-30,2023-10-31,8.25,8.1,-0.0182
600203,2023-10-30,2023-10-31,7.98,8.8,0.1028
603963,2023-10-30,2023-10-31,10.49,11.0,0.0486
000514,2023-10-30,2023-10-31,4.34,4.42,0.0184
300903,2023-10-30,2023-10-31,9.44,9.97,0.0561
300849,2023-10-30,2023-10-31,11.34,11.68,0.03
002189,2023-10-30,2023-10-31,16.57,16.95,0.0229
000826,2023-10-30,2023-10-31,3.17,3.2,0.0095
300942,2023-10-30,2023-10-31,12.0,12.39,0.0325
000757,2023-10-30,2023-10-31,4.77,4.69,-0.0168
002621,2023-10-30,2023-10-31,3.17,3.21,0.0126
300503,2023-10-30,2023-10-31,14.31,14.8,0.0342
300248,2023-10-30,2023-10-31,9.16,9.41,0.0273
002861,2023-10-30,2023-10-31,12.05,12.62,0.0473
603106,2023-10-30,2023-10-31,6.54,6.68,0.0214
000565,2023-10-30,2023-10-31,5.83,5.85,0.0034
688528,2023-10-30,2023-10-31,10.3,10.48,0.0175
000037,2023-10-30,2023-10-31,8.35,8.44,0.0108
600381,2023-10-30,2023-10-31,7.52,7.79,0.0359
603980,2023-10-30,2023-10-31,4.54,4.62,0.0176
002114,2023-10-30,2023-10-31,6.72,6.87,0.0223
600421,2023-10-30,2023-10-31,9.73,9.74,0.001
300074,2023-10-30,2023-10-31,4.4,4.58,0.0409
920207,2023-10-30,2023-10-31,5.06,4.99,-0.0138
301182,2023-10-30,2023-10-31,23.38,24.22,0.0359
300300,2023-10-30,2023-10-31,4.18,4.36,0.0431
002480,2023-10-30,2023-10-31,4.54,4.57,0.0066
000802,2023-10-30,2023-10-31,5.63,5.87,0.0426
920223,2023-10-30,2023-10-31,2.46,2.5,0.0163
003026,2023-10-30,2023-10-31,37.46,37.81,0.0093
603978,2023-10-30,2023-10-31,16.43,16.59,0.0097
920873,2023-10-30,2023-10-31,2.88,2.85,-0.0104
300552,2023-10-30,2023-10-31,20.35,20.7,0.0172
301313,2023-10-30,2023-10-31,26.79,28.0,0.0452
301183,2023-10-30,2023-10-31,43.53,45.31,0.0409
002542,2023-10-30,2023-10-31,2.62,2.63,0.0038
000545,2023-10-30,2023-10-31,3.01,3.08,0.0233
600984,2023-10-30,2023-10-31,4.04,4.08,0.0099
688148,2023-10-30,2023-10-31,8.49,8.57,0.0094
301228,2023-10-30,2023-10-31,17.29,17.54,0.0145
603389,2023-10-30,2023-10-31,6.1,6.09,-0.0016
300961,2023-10-30,2023-10-31,10.4,10.58,0.0173
002645,2023-10-30,2023-10-31,9.57,9.66,0.0094
600156,2023-10-30,2023-10-31,4.63,4.66,0.0065
300245,2023-10-30,2023-10-31,8.2,8.5,0.0366
002369,2023-10-30,2023-10-31,5.93,6.1,0.0287
600222,2023-10-30,2023-10-31,6.0,6.15,0.025
000698,2023-10-30,2023-10-31,4.04,4.16,0.0297
000639,2023-10-30,2023-10-31,4.3,4.5,0.0465
000608,2023-10-30,2023-10-31,2.81,2.84,0.0107
600148,2023-10-30,2023-10-31,16.55,16.23,-0.0193
002813,2023-10-30,2023-10-31,33.38,33.4,0.0006
002207,2023-10-30,2023-10-31,7.4,7.5,0.0135
000428,2023-10-30,2023-10-31,4.0,4.01,0.0025
300076,2023-10-30,2023-10-31,4.84,5.0,0.0331
000518,2023-10-30,2023-10-31,2.94,3.07,0.0442
300830,2023-10-30,2023-10-31,8.17,8.43,0.0318
301306,2023-10-30,2023-10-31,32.0,32.79,0.0247
300050,2023-10-30,2023-10-31,4.97,5.05,0.0161
300242,2023-10-30,2023-10-31,3.12,3.38,0.0833
300949,2023-10-30,2023-10-31,37.94,37.45,-0.0129
002875,2023-10-30,2023-10-31,11.52,11.56,0.0035
002630,2023-10-30,2023-10-31,2.48,2.47,-0.004
300437,2023-10-30,2023-10-31,12.5,12.63,0.0104
300875,2023-10-30,2023-10-31,32.01,32.7,0.0216
920146,2023-10-30,2023-10-31,2.39,2.37,-0.0084
002055,2023-10-30,2023-10-31,9.3,9.55,0.0269
688030,2023-10-30,2023-10-31,18.81,19.5,0.0367
300380,2023-10-30,2023-10-31,23.23,23.46,0.0099
600538,2023-10-30,2023-10-31,4.31,4.42,0.0255
002431,2023-10-30,2023-10-31,2.49,2.5,0.004
688509,2023-10-30,2023-10-31,4.71,4.81,0.0212
002213,2023-10-30,2023-10-31,13.55,15.0,0.107
001211,2023-10-30,2023-10-31,22.96,23.57,0.0266
300287,2023-10-27,2023-10-30,4.19,4.1,-0.0215
600433,2023-10-27,2023-10-30,3.46,3.53,0.0202
300061,2023-10-27,2023-10-30,6.01,5.9,-0.0183
300338,2023-10-27,2023-10-30,4.21,4.14,-0.0166
300688,2023-10-27,2023-10-30,30.5,27.81,-0.0882
600561,2023-10-27,2023-10-30,6.2,6.17,-0.0048
600841,2023-10-27,2023-10-30,6.05,6.0,-0.0083
300056,2023-10-27,2023-10-30,6.87,6.84,-0.0044
300116,2023-10-27,2023-10-30,1.41,1.44,0.0213
300293,2023-10-27,2023-10-30,17.12,17.03,-0.0053
300328,2023-10-27,2023-10-30,6.93,6.9,-0.0043
300176,2023-10-27,2023-10-30,6.67,6.62,-0.0075
603991,2023-10-27,2023-10-30,35.29,35.82,0.015
300091,2023-10-27,2023-10-30,2.92,2.98,0.0205
300197,2023-10-27,2023-10-30,2.29,2.3,0.0044
002298,2023-10-27,2023-10-30,5.94,5.87,-0.0118
300379,2023-10-27,2023-10-30,19.91,19.9,-0.0005
002982,2023-10-27,2023-10-30,20.89,21.43,0.0258
300271,2023-10-27,2023-10-30,8.35,8.37,0.0024
603536,2023-10-27,2023-10-30,7.89,7.91,0.0025
000702,2023-10-27,2023-10-30,5.57,5.62,0.009
300340,2023-10-27,2023-10-30,10.62,11.03,0.0386
300761,2023-10-27,2023-10-30,16.02,16.66,0.04
301176,2023-10-27,2023-10-30,16.51,16.76,0.0151
300721,2023-10-27,2023-10-30,14.33,14.77,0.0307
688062,2023-10-27,2023-10-30,24.01,26.36,0.0979
002857,2023-10-27,2023-10-30,17.74,17.99,0.0141
002579,2023-10-27,2023-10-30,9.64,9.45,-0.0197
920970,2023-10-27,2023-10-30,3.2,3.21,0.0031
300771,2023-10-27,2023-10-30,9.99,10.22,0.023
300237,2023-10-27,2023-10-30,2.0,1.97,-0.015
300505,2023-10-27,2023-10-30,13.62,14.23,0.0448
002494,2023-10-27,2023-10-30,5.01,5.08,0.014
600889,2023-10-27,2023-10-30,5.04,5.08,0.0079
300736,2023-10-27,2023-10-30,13.48,13.84,0.0267
002496,2023-10-27,2023-10-30,1.97,1.98,0.0051
300162,2023-10-27,2023-10-30,7.03,7.09,0.0085
002109,2023-10-27,2023-10-30,4.46,4.56,0.0224
688238,2023-10-27,2023-10-30,8.15,9.21,0.1301
300489,2023-10-27,2023-10-30,18.18,18.28,0.0055
002420,2023-10-27,2023-10-30,7.18,7.04,-0.0195
002481,2023-10-27,2023-10-30,4.48,4.57,0.0201
300386,2023-10-27,2023-10-30,10.21,10.04,-0.0167
300042,2023-10-27,2023-10-30,25.0,24.66,-0.0136
300469,2023-10-27,2023-10-30,15.37,15.36,-0.0007
300588,2023-10-27,2023-10-30,12.34,11.85,-0.0397
002652,2023-10-27,2023-10-30,3.15,3.14,-0.0032
300844,2023-10-27,2023-10-30,35.74,35.36,-0.0106
603236,2023-10-27,2023-10-30,48.77,47.3,-0.0301
920047,2023-10-27,2023-10-30,13.99,14.69,0.05
002661,2023-10-27,2023-10-30,9.2,9.38,0.0196
920145,2023-10-27,2023-10-30,4.45,4.5,0.0112
920171,2023-10-27,2023-10-30,3.64,3.67,0.0082
300204,2023-10-27,2023-10-30,9.18,10.18,0.1089
002156,2023-10-27,2023-10-30,19.2,19.5,0.0156
300991,2023-10-27,2023-10-30,16.71,16.89,0.0108
000622,2023-10-27,2023-10-30,4.44,4.5,0.0135
300264,2023-10-27,2023-10-30,6.1,5.9,-0.0328
600746,2023-10-27,2023-10-30,7.18,7.23,0.007
300024,2023-10-27,2023-10-30,11.07,11.3,0.0208
003004,2023-10-27,2023-10-30,27.14,26.72,-0.0155
300499,2023-10-27,2023-10-30,15.88,15.59,-0.0183
300082,2023-10-27,2023-10-30,6.8,7.03,0.0338
300241,2023-10-27,2023-10-30,5.08,5.07,-0.002
002629,2023-10-27,2023-10-30,4.08,4.13,0.0123
000713,2023-10-27,2023-10-30,7.95,8.04,0.0113
300527,2023-10-27,2023-10-30,7.44,7.49,0.0067
300530,2023-10-27,2023-10-30,17.51,18.03,0.0297
000558,2023-10-27,2023-10-30,2.77,2.74,-0.0108
002121,2023-10-27,2023-10-30,5.26,5.44,0.0342
300163,2023-10-27,2023-10-30,3.57,3.63,0.0168
300648,2023-10-27,2023-10-30,28.01,28.62,0.0218
600688,2023-10-27,2023-10-30,2.97,2.96,-0.0034
002385,2023-10-26,2023-10-27,6.9,6.7,-0.029
300159,2023-10-26,2023-10-27,2.64,2.73,0.0341
600802,2023-10-26,2023-10-27,5.31,5.39,0.0151
000815,2023-10-26,2023-10-27,11.55,11.65,0.0087
300025,2023-10-26,2023-10-27,9.7,9.3,-0.0412
300565,2023-10-26,2023-10-27,14.97,14.79,-0.012
300716,2023-10-26,2023-10-27,11.56,11.33,-0.0199
603189,2023-10-26,2023-10-27,13.81,13.97,0.0116
300477,2023-10-26,2023-10-27,4.09,4.0,-0.022
300255,2023-10-26,2023-10-27,13.5,12.97,-0.0393
301001,2023-10-26,2023-10-27,25.88,25.56,-0.0124
300637,2023-10-26,2023-10-27,8.49,8.36,-0.0153
300733,2023-10-26,2023-10-27,12.1,12.29,0.0157
688387,2023-10-26,2023-10-27,7.54,7.75,0.0279
300391,2023-10-26,2023-10-27,6.2,6.17,-0.0048
600076,2023-10-26,2023-10-27,2.6,2.51,-0.0346
300895,2023-10-26,2023-10-27,31.2,32.63,0.0458
300683,2023-10-26,2023-10-27,46.06,46.4,0.0074
300366,2023-10-26,2023-10-27,15.34,16.1,0.0495
300956,2023-10-26,2023-10-27,17.43,18.04,0.035
300368,2023-10-26,2023-10-27,7.37,7.38,0.0014
300551,2023-10-26,2023-10-27,20.1,20.57,0.0234
300334,2023-10-26,2023-10-27,7.57,7.55,-0.0026
300152,2023-10-26,2023-10-27,2.86,2.85,-0.0035
301027,2023-10-26,2023-10-27,12.17,11.75,-0.0345
300051,2023-10-26,2023-10-27,11.36,11.12,-0.0211
300983,2023-10-26,2023-10-27,29.94,29.68,-0.0087
300117,2023-10-26,2023-10-27,2.73,2.72,-0.0037
002193,2023-10-26,2023-10-27,6.37,6.36,-0.0016
600778,2023-10-26,2023-10-27,6.07,5.99,-0.0132
603186,2023-10-26,2023-10-27,37.3,38.82,0.0408
300103,2023-10-26,2023-10-27,6.26,6.53,0.0431
300996,2023-10-26,2023-10-27,22.85,22.91,0.0026
300710,2023-10-26,2023-10-27,23.55,23.62,0.003
300810,2023-10-26,2023-10-27,19.51,20.05,0.0277
300479,2023-10-26,2023-10-27,19.0,19.73,0.0384
688277,2023-10-26,2023-10-27,12.9,13.2,0.0233
300149,2023-10-26,2023-10-27,8.18,7.92,-0.0318
002657,2023-10-26,2023-10-27,17.5,17.19,-0.0177
300072,2023-10-26,2023-10-27,3.42,3.41,-0.0029
300324,2023-10-26,2023-10-27,3.61,3.55,-0.0166
300497,2023-10-26,2023-10-27,9.91,10.01,0.0101
300344,2023-10-26,2023-10-27,6.06,6.38,0.0528
300215,2023-10-26,2023-10-27,4.92,4.92,0.0
300409,2023-10-26,2023-10-27,11.14,11.02,-0.0108
688109,2023-10-26,2023-10-27,24.3,24.38,0.0033
301302,2023-10-26,2023-10-27,28.02,28.19,0.0061
002771,2023-10-26,2023-10-27,35.84,37.63,0.0499
301169,2023-10-26,2023-10-27,52.0,49.6,-0.0462
688038,2023-10-26,2023-10-27,12.8,13.0,0.0156
300177,2023-10-25,2023-10-26,7.1,7.31,0.0296
300460,2023-10-25,2023-10-26,11.94,12.02,0.0067
300464,2023-10-25,2023-10-26,5.85,5.78,-0.012
300374,2023-10-25,2023-10-26,13.47,13.02,-0.0334
600171,2023-10-25,2023-10-26,14.92,14.93,0.0007
300180,2023-10-25,2023-10-26,5.19,5.2,0.0019
300675,2023-10-25,2023-10-26,14.98,14.44,-0.036
002928,2023-10-25,2023-10-26,6.73,6.77,0.0059
300972,2023-10-25,2023-10-26,36.83,36.02,-0.022
002848,2023-10-25,2023-10-26,10.8,10.82,0.0019
600579,2023-10-25,2023-10-26,6.66,6.84,0.027
300191,2023-10-25,2023-10-26,16.92,17.29,0.0219
300048,2023-10-25,2023-10-26,4.8,4.87,0.0146
300370,2023-10-25,2023-10-26,2.69,2.7,0.0037
000868,2023-10-25,2023-10-26,5.2,5.31,0.0212
300093,2023-10-25,2023-10-26,14.51,14.63,0.0083
300353,2023-10-25,2023-10-26,9.46,9.49,0.0032
301049,2023-10-25,2023-10-26,23.13,23.69,0.0242
000609,2023-10-25,2023-10-26,6.1,6.09,-0.0016
300417,2023-10-25,2023-10-26,11.5,11.6,0.0087
300067,2023-10-25,2023-10-26,2.97,3.01,0.0135
300458,2023-10-25,2023-10-26,22.56,22.69,0.0058
000042,2023-10-25,2023-10-26,6.35,6.48,0.0205
300673,2023-10-25,2023-10-26,12.54,12.91,0.0295
300600,2023-10-24,2023-10-25,9.51,9.65,0.0147
300249,2023-10-24,2023-10-25,8.93,9.43,0.056
300102,2023-10-24,2023-10-25,6.84,6.96,0.0175
688662,2023-10-24,2023-10-25,34.55,35.97,0.0411
300967,2023-10-24,2023-10-25,13.1,13.69,0.045
300399,2023-10-24,2023-10-25,11.97,12.42,0.0376
300189,2023-10-23,2023-10-24,3.31,3.2,-0.0332
000536,2023-10-23,2023-10-24,3.84,3.88,0.0104
002726,2023-10-23,2023-10-24,7.36,7.37,0.0014
688004,2023-10-20,2023-10-23,27.6,26.79,-0.0293
